reviewId,creationDate,criticName,criticPageUrl,reviewState,isFresh,isRotten,isTopCritic,publicationName,scoreSentiment,originalScore,movieId
27314,2000-01-01,Roger Ebert,/critics/roger-ebert,rotten,False,True,True,Chicago Sun-Times,NEGATIVE,0.5,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27315,2000-01-01,Desson Thomson,/critics/desson-thomson,fresh,True,False,True,Washington Post,POSITIVE,0.0,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27316,2000-01-01,Rita Kempley,/critics/rita-kempley,rotten,False,True,True,Washington Post,NEGATIVE,0.0,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27327,2000-01-01,James O'Ehley,/critics/james-oehley,fresh,True,False,False,Sci-Fi Movie Page,POSITIVE,1.0,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27328,2000-01-01,Ted Prigge,/critics/ted-prigge,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.9,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27331,2000-01-01,Kathleen Maher,/critics/kathleen-maher,fresh,True,False,True,Austin Chronicle,POSITIVE,0.7,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27340,2000-01-01,Chris Hicks,/critics/chris-hicks,fresh,True,False,False,Deseret News (Salt Lake City),POSITIVE,0.0,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27341,2000-01-01,James Brundage,/critics/james-brundage,fresh,True,False,False,Filmcritic.com,POSITIVE,0.8,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27345,2000-01-01,David Keyes,/critics/david-keyes,fresh,True,False,False,Cinemaphile.org,POSITIVE,0.875,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
765688,2000-01-01,Mark R. Leeper,/critics/mark-r-leeper,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
147048,2000-01-01,Elvis Mitchell,/critics/elvis-mitchell,rotten,False,True,True,New York Times,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147050,2000-01-01,James Berardinelli,/critics/james-berardinelli,fresh,True,False,False,ReelViews,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147051,2000-01-01,Roger Ebert,/critics/roger-ebert,rotten,False,True,True,Chicago Sun-Times,NEGATIVE,0.625,1da13563-6c5d-35ad-ae18-257cc926feff
147052,2000-01-01,Colin Kennedy,/critics/colin-kennedy,fresh,True,False,True,Empire Magazine,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
147054,2000-01-01,Robert Horton,/critics/robert-horton,fresh,True,False,True,Film.com,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147055,2000-01-01,Ernest Hardy,/critics/ernest-hardy,rotten,False,True,True,Film.com,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147060,2000-01-01,n/a,n/a,fresh,True,False,False,E! Online,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147061,2000-01-01,Andrew Manning,/critics/andrew-manning,fresh,True,False,False,Radio Free Entertainment,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147063,2000-01-01,Owen Gleiberman,/critics/owen-gleiberman,rotten,False,True,True,Entertainment Weekly,NEGATIVE,2.0,1da13563-6c5d-35ad-ae18-257cc926feff
147069,2000-01-01,Nell Minow,/critics/nell-minow,fresh,True,False,True,Movie Mom,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
147073,2000-01-01,Cornell & Petricelli,/critics/cornell-and-petricelli,fresh,True,False,False,CinemaSense.Com,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147085,2000-01-01,Sabadino Parker,/critics/sabadino-parker,fresh,True,False,False,PopMatters,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147087,2000-01-01,Frank Swietek,/critics/frank-swietek,rotten,False,True,False,One Guy's Opinion,NEGATIVE,,1da13563-6c5d-35ad-ae18-257cc926feff
147088,2000-01-01,John Paul Powell,/critics/john-paul-powell,fresh,True,False,False,Jam! Movies,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147090,2000-01-01,MaryAnn Johanson,/critics/maryann-johanson,fresh,True,False,False,Flick Filosopher,POSITIVE,0.9,1da13563-6c5d-35ad-ae18-257cc926feff
147093,2000-01-01,Carlo Cavagna,/critics/carlo-cavagna,fresh,True,False,False,AboutFilm.com,POSITIVE,3.0,1da13563-6c5d-35ad-ae18-257cc926feff
147095,2000-01-01,Mike DeWolfe,/critics/mike-dewolfe,fresh,True,False,False,Apollo Guide,POSITIVE,0.78,1da13563-6c5d-35ad-ae18-257cc926feff
147096,2000-01-01,J. Hoberman,/critics/j-hoberman,fresh,True,False,True,Village Voice,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147103,2000-01-01,Jack Garner,/critics/jack-garner,rotten,False,True,False,Rochester Democrat and Chronicle,NEGATIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
147110,2000-01-01,Kamal  'The Diva' Larsuel,/critics/kamal-the-diva-larsuel,fresh,True,False,False,3BlackChicks Review,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147111,2000-01-01,Andrew Howe,/critics/andrew-howe,fresh,True,False,False,eFilmCritic.com,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147112,2000-01-01,Urban Cinefile Critics,/critics/urban-cinefile-critics,fresh,True,False,False,Urban Cinefile,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147122,2000-01-01,Mark Ramsey,/critics/mark-ramsey,fresh,True,False,False,MovieJuice!,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147124,2000-01-01,Jon Popick,/critics/jon-popick,fresh,True,False,False,Planet S Magazine,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147125,2000-01-01,Marty Mapes,/critics/marty-mapes,fresh,True,False,False,Movie Habit,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147141,2000-01-01,James O'Ehley,/critics/james-oehley,fresh,True,False,False,Sci-Fi Movie Page,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147142,2000-01-01,Geoff Pevere,/critics/geoff-pevere,rotten,False,True,True,Toronto Star,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147146,2000-01-01,Susan Stark,/critics/susan-stark,fresh,True,False,True,Detroit News,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147147,2000-01-01,Ian Mantgani,/critics/ian-mantgani,fresh,True,False,False,UK Critic,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
147168,2000-01-01,Michael Wilmington,/critics/michael-wilmington,rotten,False,True,True,Chicago Tribune,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147184,2000-01-01,Michael Dequina,/critics/michael-dequina,fresh,True,False,False,TheMovieReport.com,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147196,2000-01-01,Matt Easterbrook,/critics/matt-easterbrook,fresh,True,False,False,Matt's Movie Reviews,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147198,2000-01-01,Alex Sandell,/critics/alex-sandell,fresh,True,False,False,Juicy Cerebellum,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147199,2000-01-01,Jeff Vice,/critics/jeff-vice,fresh,True,False,False,Deseret News (Salt Lake City),POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147204,2000-01-01,Christopher Null,/critics/christopher-null,fresh,True,False,False,Filmcritic.com,POSITIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
147206,2000-01-01,David Sterritt,/critics/david-sterritt,rotten,False,True,False,Christian Science Monitor,NEGATIVE,0.5,1da13563-6c5d-35ad-ae18-257cc926feff
147208,2000-01-01,Ben Falk,/critics/ben-falk,fresh,True,False,True,BBC.com,POSITIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
147213,2000-01-01,Ron Harner,/critics/ron-harner,fresh,True,False,False,CheckOut.com,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147214,2000-01-01,Eric D. Snider,/critics/eric-d-snider,fresh,True,False,False,EricDSnider.com,POSITIVE,3.0,1da13563-6c5d-35ad-ae18-257cc926feff
147223,2000-01-01,Doris Toumarkine,/critics/doris-toumarkine,rotten,False,True,False,Film Journal International,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147228,2000-01-01,Scott Chitwood,/critics/scott-chitwood,fresh,True,False,False,ComingSoon.net,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147232,2000-01-01,Scott A. Mantz,/critics/scott-a-mantz,fresh,True,False,False,Scott Mantz' Movie Reviews,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147233,2000-01-01,Peter Keough,/critics/peter-keough,fresh,True,False,False,Boston Phoenix,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147239,2000-01-01,Bob Graham,/critics/bob-graham,fresh,True,False,True,San Francisco Chronicle,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147240,2000-01-01,Wesley Morris,/critics/wesley-morris,rotten,False,True,True,San Francisco Examiner,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147243,2000-01-01,Jason Anderson,/critics/jason-anderson,fresh,True,False,False,eye WEEKLY,POSITIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
147245,2000-01-01,David Keyes,/critics/david-keyes,fresh,True,False,False,Cinemaphile.org,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
147247,2000-01-01,James Verniere,/critics/james-verniere,fresh,True,False,False,Boston Herald,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
147250,2000-01-01,Rob Blackwelder,/critics/rob-blackwelder,fresh,True,False,False,SPLICEDWire,POSITIVE,0.625,1da13563-6c5d-35ad-ae18-257cc926feff
147251,2000-01-01,Mary Kalin-Casey,/critics/mary-kalin-casey,fresh,True,False,False,Reel.com,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147253,2000-01-01,Robert Denerstein,/critics/robert-denerstein,fresh,True,False,False,Denver Rocky Mountain News,POSITIVE,3.0,1da13563-6c5d-35ad-ae18-257cc926feff
147254,2000-01-01,JoBlo,/critics/joblo,fresh,True,False,False,JoBlo's Movie Network,POSITIVE,0.7,1da13563-6c5d-35ad-ae18-257cc926feff
147255,2000-01-01,Jorge Avila Andrade,/critics/jorge-avila-andrade,fresh,True,False,False,Moviola,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
164263,2000-01-01,Victoria Alexander,/critics/victoria-alexander,fresh,True,False,False,Movie Reviews in Croatian,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164264,2000-01-01,Edward Johnson-Ott,/critics/edward-johnson-ott,fresh,True,False,False,NUVO Newsweekly,POSITIVE,0.9,1da13563-6c5d-35ad-ae18-257cc926feff
164266,2000-01-01,Ross Anthony,/critics/ross-anthony,fresh,True,False,False,Hollywood Report Card,POSITIVE,0.9,1da13563-6c5d-35ad-ae18-257cc926feff
164270,2000-01-01,David Germain,/critics/david-germain,fresh,True,False,True,Associated Press,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164272,2000-01-01,Garth Franklin,/critics/garth-franklin,fresh,True,False,False,Dark Horizons,POSITIVE,0.5,1da13563-6c5d-35ad-ae18-257cc926feff
164274,2000-01-01,Bob Aulert,/critics/bob-aulert,fresh,True,False,False,culturevulture.net,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164317,2000-01-01,Kerry Bashford,/critics/kerry-bashford,fresh,True,False,False,Citysearch,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164321,2000-01-01,Steve Biodrowski,/critics/steve-biodrowski,fresh,True,False,False,Cinefantastique,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164323,2000-01-01,Kirk Honeycutt,/critics/kirk-honeycutt,rotten,False,True,True,Hollywood Reporter,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164327,2000-01-01,Steve Murray,/critics/steve-murray,fresh,True,False,True,Atlanta Journal-Constitution,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164328,2000-01-01,Dave Kehr,/critics/dave-kehr,rotten,False,True,False,Citysearch,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164329,2000-01-01,Steve Schneider,/critics/steve-schneider,fresh,True,False,False,Orlando Weekly,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164332,2000-01-01,Philip Wuntch,/critics/philip-wuntch,fresh,True,False,True,Dallas Morning News,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164333,2000-01-01,Cody Clark,/critics/cody-clark,fresh,True,False,False,Mr. Showbiz,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164335,2000-01-01,Robert Wilonsky,/critics/robert-wilonsky,rotten,False,True,False,New Times,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164338,2000-01-01,Jim Chastain,/critics/jim-chastain,fresh,True,False,False,Norman Transcript,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164340,2000-01-01,Kenneth Turan,/critics/kenneth-turan,fresh,True,False,True,Los Angeles Times,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164341,2000-01-01,Arthur Salm,/critics/arthur-salm,fresh,True,False,False,San Diego Union-Tribune,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164342,2000-01-01,Desson Thomson,/critics/desson-thomson,fresh,True,False,True,Washington Post,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164343,2000-01-01,Donald Munro,/critics/donald-munro,fresh,True,False,False,Fresno Bee,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164344,2000-01-01,Eric Lurio,/critics/eric-lurio,fresh,True,False,False,Greenwich Village Gazette,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164345,2000-01-01,Steve Simels,/critics/steve-simels,fresh,True,False,False,TV Guide,POSITIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
164346,2000-01-01,J. Rentilly,/critics/j-rentilly,fresh,True,False,False,TNT's Rough Cut,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164348,2000-01-01,Jonathan Foreman,/critics/jonathan-foreman,fresh,True,False,True,New York Post,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164349,2000-01-01,Jay Carr,/critics/jay-carr,rotten,False,True,True,Boston Globe,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164350,2000-01-01,Lawrence Toppman,/critics/lawrence-toppman,fresh,True,False,False,Charlotte Observer,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164351,2000-01-01,Jeffrey Huston,/critics/jeffrey-huston,fresh,True,False,False,Jeff Huston's Believe Me,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164352,2000-01-01,Steve Goldstein,/critics/steve-goldstein,rotten,False,True,False,IFilm,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164354,2000-01-01,Bruce Westbrook,/critics/bruce-westbrook,fresh,True,False,True,Houston Chronicle,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164356,2000-01-01,Gene Seymour,/critics/gene-seymour,fresh,True,False,True,Newsday,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164358,2000-01-01,Sean Axmaker,/critics/sean-axmaker,fresh,True,False,False,Seattle Post-Intelligencer,POSITIVE,0.9,1da13563-6c5d-35ad-ae18-257cc926feff
164362,2000-01-01,Annlee Ellingson,/critics/annlee-ellingson,fresh,True,False,False,Boxoffice Magazine,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164363,2000-01-01,Steven Rosen,/critics/steven-rosen,rotten,False,True,True,Denver Post,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164365,2000-01-01,Shawn Levy,/critics/shawn-levy,fresh,True,False,False,Oregonian,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164366,2000-01-01,Jay Boyar,/critics/jay-boyar,rotten,False,True,True,Orlando Sentinel,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164367,2000-01-01,Mark Rahner,/critics/mark-rahner,fresh,True,False,True,Seattle Times,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
202449,2000-01-01,Erik Childress,/critics/erik-childress,fresh,True,False,False,eFilmCritic.com,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
204351,2000-01-01,Steve Rhodes,/critics/steve-rhodes,fresh,True,False,False,Internet Reviews,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
205211,2000-01-01,Shay Casey,/critics/shay-casey,fresh,True,False,False,Conceited Critic,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
205631,2000-01-01,Widgett Walls,/critics/widgett-walls,fresh,True,False,False,Needcoffee.com,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
208147,2000-01-01,John J. Puccio,/critics/john-j-puccio,rotten,False,True,False,Movie Metropolis,NEGATIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
208367,2000-01-01,Bill Chambers,/critics/bill-chambers,fresh,True,False,False,Film Freak Central,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
764758,2000-01-01,Bob Bloom,/critics/bob-bloom,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
764759,2000-01-01,Susan Granger,/critics/susan-granger,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.7,1da13563-6c5d-35ad-ae18-257cc926feff
764761,2000-01-01,Dustin Putman,/critics/dustin-putman,fresh,True,False,False,TheFilmFile.com,POSITIVE,0.625,1da13563-6c5d-35ad-ae18-257cc926feff
764763,2000-01-01,Laura Clifford,/critics/laura-clifford,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,3.0,1da13563-6c5d-35ad-ae18-257cc926feff
764766,2000-01-01,Scott Renshaw,/critics/scott-renshaw,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
764767,2000-01-01,Dennis Schwartz,/critics/dennis-schwartz,rotten,False,True,False,Dennis Schwartz Movie Reviews,NEGATIVE,2.0,1da13563-6c5d-35ad-ae18-257cc926feff
764768,2000-01-01,Mark R. Leeper,/critics/mark-r-leeper,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,,1da13563-6c5d-35ad-ae18-257cc926feff
121197,2000-01-01,Janet Maslin,/critics/janet-maslin,fresh,True,False,True,New York Times,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121198,2000-01-01,Scott Renshaw,/critics/scott-renshaw,fresh,True,False,False,Scott Renshaw's Screening Room,POSITIVE,0.6,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121199,2000-01-01,James Berardinelli,/critics/james-berardinelli,fresh,True,False,False,ReelViews,POSITIVE,0.75,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121200,2000-01-01,Stephanie Zacharek,/critics/stephanie-zacharek,rotten,False,True,True,Salon.com,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121201,2000-01-01,Roger Ebert,/critics/roger-ebert,rotten,False,True,True,Chicago Sun-Times,NEGATIVE,0.5,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121203,2000-01-01,Caroline Westbrook,/critics/caroline-westbrook,fresh,True,False,True,Empire Magazine,POSITIVE,0.6,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121206,2000-01-01,Sean P. Means,/critics/sean-p-means,fresh,True,False,True,Film.com,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121207,2000-01-01,Robert Horton,/critics/robert-horton,rotten,False,True,True,Film.com,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121208,2000-01-01,Christine James,/critics/christine-james,fresh,True,False,False,Boxoffice Magazine,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121209,2000-01-01,Eric D. Snider,/critics/eric-d-snider,fresh,True,False,False,EricDSnider.com,POSITIVE,2.7,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121210,2000-01-01,n/a,n/a,fresh,True,False,False,E! Online,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121214,2000-01-01,Lisa Schwarzbaum,/critics/lisa-schwarzbaum,fresh,True,False,True,Entertainment Weekly,POSITIVE,2.7,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121217,2000-01-01,Nell Minow,/critics/nell-minow,fresh,True,False,True,Movie Mom,POSITIVE,0.6,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121224,2000-01-01,Steve Rhodes,/critics/steve-rhodes,fresh,True,False,False,Internet Reviews,POSITIVE,0.625,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121232,2000-01-01,Ross Anthony,/critics/ross-anthony,rotten,False,True,False,Hollywood Report Card,NEGATIVE,0.5,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121253,2000-01-01,John Paul Powell,/critics/john-paul-powell,rotten,False,True,False,Jam! Movies,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121254,2000-01-01,MaryAnn Johanson,/critics/maryann-johanson,fresh,True,False,False,Flick Filosopher,POSITIVE,0.9,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121255,2000-01-01,Guy MacPherson,/critics/guy-macpherson,fresh,True,False,False,Apollo Guide,POSITIVE,0.76,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121257,2000-01-01,Gary Dauphin,/critics/gary-dauphin,fresh,True,False,True,Village Voice,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121258,2000-01-01,Cynthia Fuchs,/critics/cynthia-fuchs,rotten,False,True,False,Philadelphia City Paper,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121265,2000-01-01,Jack Garner,/critics/jack-garner,rotten,False,True,False,Rochester Democrat and Chronicle,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121266,2000-01-01,Madeleine Williams,/critics/madeleine-williams,fresh,True,False,False,Cinematter,POSITIVE,0.75,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121273,2000-01-01,Erik Childress,/critics/erik-childress,fresh,True,False,False,eFilmCritic.com,POSITIVE,0.8,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121274,2000-01-01,Urban Cinefile Critics,/critics/urban-cinefile-critics,rotten,False,True,False,Urban Cinefile,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121285,2000-01-01,James O'Ehley,/critics/james-oehley,rotten,False,True,False,Sci-Fi Movie Page,NEGATIVE,0.5,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121289,2000-01-01,Susan Stark,/critics/susan-stark,fresh,True,False,True,Detroit News,POSITIVE,0.75,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121291,2000-01-01,Susan Wloszczyna,/critics/susan-wloszczyna,rotten,False,True,True,USA Today,NEGATIVE,0.375,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121294,2000-01-01,Marc Savlov,/critics/marc-savlov,fresh,True,False,True,Austin Chronicle,POSITIVE,0.7,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121295,2000-01-01,Joe Baltake,/critics/joe-baltake,rotten,False,True,False,Sacramento Bee,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121303,2000-01-01,Greg Dean Schmitz,/critics/greg-dean-schmitz,rotten,False,True,False,Greg's Previews at Yahoo! Movies,NEGATIVE,0.625,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121309,2000-01-01,Alex Sandell,/critics/alex-sandell,rotten,False,True,False,Juicy Cerebellum,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121310,2000-01-01,n/a,n/a,fresh,True,False,False,Deseret News (Salt Lake City),POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121314,2000-01-01,Jesse Hassenger,/critics/jesse-hassenger,fresh,True,False,False,Filmcritic.com,POSITIVE,0.8,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121315,2000-01-01,David Sterritt,/critics/david-sterritt,fresh,True,False,False,Christian Science Monitor,POSITIVE,0.75,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121325,2000-01-01,Chris Grunden,/critics/chris-grunden,rotten,False,True,False,Film Journal International,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121334,2000-01-01,Jason Anderson,/critics/jason-anderson,fresh,True,False,False,eye WEEKLY,POSITIVE,0.6,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
