reviewId,creationDate,criticName,criticPageUrl,reviewState,isFresh,isRotten,isTopCritic,publicationName,scoreSentiment,originalScore,movieId
27314,2000-01-01,roger ebert,/critics/roger-ebert,rotten,False,True,True,chicago sun-times,NEGATIVE,0.5,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27315,2000-01-01,desson thomson,/critics/desson-thomson,fresh,True,False,True,washington post,POSITIVE,0.0,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27316,2000-01-01,rita kempley,/critics/rita-kempley,rotten,False,True,True,washington post,NEGATIVE,0.0,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27327,2000-01-01,james o'ehley,/critics/james-oehley,fresh,True,False,False,sci-fi movie page,POSITIVE,1.0,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27328,2000-01-01,ted prigge,/critics/ted-prigge,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.9,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27331,2000-01-01,kathleen maher,/critics/kathleen-maher,fresh,True,False,True,austin chronicle,POSITIVE,0.7,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27340,2000-01-01,chris hicks,/critics/chris-hicks,fresh,True,False,False,deseret news (salt lake city),POSITIVE,0.0,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27341,2000-01-01,james brundage,/critics/james-brundage,fresh,True,False,False,filmcritic.com,POSITIVE,0.8,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
27345,2000-01-01,david keyes,/critics/david-keyes,fresh,True,False,False,cinemaphile.org,POSITIVE,0.875,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
765688,2000-01-01,mark r. leeper,/critics/mark-r-leeper,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.0,19bc72d3-0e88-3fbe-8949-84db9d1c6fca
147048,2000-01-01,elvis mitchell,/critics/elvis-mitchell,rotten,False,True,True,new york times,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147050,2000-01-01,james berardinelli,/critics/james-berardinelli,fresh,True,False,False,reelviews,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147051,2000-01-01,roger ebert,/critics/roger-ebert,rotten,False,True,True,chicago sun-times,NEGATIVE,0.625,1da13563-6c5d-35ad-ae18-257cc926feff
147052,2000-01-01,colin kennedy,/critics/colin-kennedy,fresh,True,False,True,empire magazine,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
147054,2000-01-01,robert horton,/critics/robert-horton,fresh,True,False,True,film.com,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147055,2000-01-01,ernest hardy,/critics/ernest-hardy,rotten,False,True,True,film.com,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147060,2000-01-01,n/a,n/a,fresh,True,False,False,e! online,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147061,2000-01-01,andrew manning,/critics/andrew-manning,fresh,True,False,False,radio free entertainment,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147063,2000-01-01,owen gleiberman,/critics/owen-gleiberman,rotten,False,True,True,entertainment weekly,NEGATIVE,2.0,1da13563-6c5d-35ad-ae18-257cc926feff
147069,2000-01-01,nell minow,/critics/nell-minow,fresh,True,False,True,movie mom,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
147073,2000-01-01,cornell & petricelli,/critics/cornell-and-petricelli,fresh,True,False,False,cinemasense.com,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147085,2000-01-01,sabadino parker,/critics/sabadino-parker,fresh,True,False,False,popmatters,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147087,2000-01-01,frank swietek,/critics/frank-swietek,rotten,False,True,False,one guy's opinion,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147088,2000-01-01,john paul powell,/critics/john-paul-powell,fresh,True,False,False,jam! movies,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147090,2000-01-01,maryann johanson,/critics/maryann-johanson,fresh,True,False,False,flick filosopher,POSITIVE,0.9,1da13563-6c5d-35ad-ae18-257cc926feff
147093,2000-01-01,carlo cavagna,/critics/carlo-cavagna,fresh,True,False,False,aboutfilm.com,POSITIVE,3.0,1da13563-6c5d-35ad-ae18-257cc926feff
147095,2000-01-01,mike dewolfe,/critics/mike-dewolfe,fresh,True,False,False,apollo guide,POSITIVE,0.78,1da13563-6c5d-35ad-ae18-257cc926feff
147096,2000-01-01,j. hoberman,/critics/j-hoberman,fresh,True,False,True,village voice,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147103,2000-01-01,jack garner,/critics/jack-garner,rotten,False,True,False,rochester democrat and chronicle,NEGATIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
147110,2000-01-01,kamal  'the diva' larsuel,/critics/kamal-the-diva-larsuel,fresh,True,False,False,3blackchicks review,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147111,2000-01-01,andrew howe,/critics/andrew-howe,fresh,True,False,False,efilmcritic.com,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147112,2000-01-01,urban cinefile critics,/critics/urban-cinefile-critics,fresh,True,False,False,urban cinefile,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147122,2000-01-01,mark ramsey,/critics/mark-ramsey,fresh,True,False,False,moviejuice!,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147124,2000-01-01,jon popick,/critics/jon-popick,fresh,True,False,False,planet s magazine,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147125,2000-01-01,marty mapes,/critics/marty-mapes,fresh,True,False,False,movie habit,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147141,2000-01-01,james o'ehley,/critics/james-oehley,fresh,True,False,False,sci-fi movie page,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147142,2000-01-01,geoff pevere,/critics/geoff-pevere,rotten,False,True,True,toronto star,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147146,2000-01-01,susan stark,/critics/susan-stark,fresh,True,False,True,detroit news,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147147,2000-01-01,ian mantgani,/critics/ian-mantgani,fresh,True,False,False,uk critic,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
147168,2000-01-01,michael wilmington,/critics/michael-wilmington,rotten,False,True,True,chicago tribune,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147184,2000-01-01,michael dequina,/critics/michael-dequina,fresh,True,False,False,themoviereport.com,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147196,2000-01-01,matt easterbrook,/critics/matt-easterbrook,fresh,True,False,False,matt's movie reviews,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147198,2000-01-01,alex sandell,/critics/alex-sandell,fresh,True,False,False,juicy cerebellum,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147199,2000-01-01,jeff vice,/critics/jeff-vice,fresh,True,False,False,deseret news (salt lake city),POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147204,2000-01-01,christopher null,/critics/christopher-null,fresh,True,False,False,filmcritic.com,POSITIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
147206,2000-01-01,david sterritt,/critics/david-sterritt,rotten,False,True,False,christian science monitor,NEGATIVE,0.5,1da13563-6c5d-35ad-ae18-257cc926feff
147208,2000-01-01,ben falk,/critics/ben-falk,fresh,True,False,True,bbc.com,POSITIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
147213,2000-01-01,ron harner,/critics/ron-harner,fresh,True,False,False,checkout.com,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147214,2000-01-01,eric d. snider,/critics/eric-d-snider,fresh,True,False,False,ericdsnider.com,POSITIVE,3.0,1da13563-6c5d-35ad-ae18-257cc926feff
147223,2000-01-01,doris toumarkine,/critics/doris-toumarkine,rotten,False,True,False,film journal international,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147228,2000-01-01,scott chitwood,/critics/scott-chitwood,fresh,True,False,False,comingsoon.net,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147232,2000-01-01,scott a. mantz,/critics/scott-a-mantz,fresh,True,False,False,scott mantz' movie reviews,POSITIVE,1.0,1da13563-6c5d-35ad-ae18-257cc926feff
147233,2000-01-01,peter keough,/critics/peter-keough,fresh,True,False,False,boston phoenix,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147239,2000-01-01,bob graham,/critics/bob-graham,fresh,True,False,True,san francisco chronicle,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147240,2000-01-01,wesley morris,/critics/wesley-morris,rotten,False,True,True,san francisco examiner,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
147243,2000-01-01,jason anderson,/critics/jason-anderson,fresh,True,False,False,eye weekly,POSITIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
147245,2000-01-01,david keyes,/critics/david-keyes,fresh,True,False,False,cinemaphile.org,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
147247,2000-01-01,james verniere,/critics/james-verniere,fresh,True,False,False,boston herald,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
147250,2000-01-01,rob blackwelder,/critics/rob-blackwelder,fresh,True,False,False,splicedwire,POSITIVE,0.625,1da13563-6c5d-35ad-ae18-257cc926feff
147251,2000-01-01,mary kalin-casey,/critics/mary-kalin-casey,fresh,True,False,False,reel.com,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
147253,2000-01-01,robert denerstein,/critics/robert-denerstein,fresh,True,False,False,denver rocky mountain news,POSITIVE,3.0,1da13563-6c5d-35ad-ae18-257cc926feff
147254,2000-01-01,joblo,/critics/joblo,fresh,True,False,False,joblo's movie network,POSITIVE,0.7,1da13563-6c5d-35ad-ae18-257cc926feff
147255,2000-01-01,jorge avila andrade,/critics/jorge-avila-andrade,fresh,True,False,False,moviola,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
164263,2000-01-01,victoria alexander,/critics/victoria-alexander,fresh,True,False,False,movie reviews in croatian,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164264,2000-01-01,edward johnson-ott,/critics/edward-johnson-ott,fresh,True,False,False,nuvo newsweekly,POSITIVE,0.9,1da13563-6c5d-35ad-ae18-257cc926feff
164266,2000-01-01,ross anthony,/critics/ross-anthony,fresh,True,False,False,hollywood report card,POSITIVE,0.9,1da13563-6c5d-35ad-ae18-257cc926feff
164270,2000-01-01,david germain,/critics/david-germain,fresh,True,False,True,associated press,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164272,2000-01-01,garth franklin,/critics/garth-franklin,fresh,True,False,False,dark horizons,POSITIVE,0.5,1da13563-6c5d-35ad-ae18-257cc926feff
164274,2000-01-01,bob aulert,/critics/bob-aulert,fresh,True,False,False,culturevulture.net,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164317,2000-01-01,kerry bashford,/critics/kerry-bashford,fresh,True,False,False,citysearch,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164321,2000-01-01,steve biodrowski,/critics/steve-biodrowski,fresh,True,False,False,cinefantastique,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164323,2000-01-01,kirk honeycutt,/critics/kirk-honeycutt,rotten,False,True,True,hollywood reporter,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164327,2000-01-01,steve murray,/critics/steve-murray,fresh,True,False,True,atlanta journal-constitution,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164328,2000-01-01,dave kehr,/critics/dave-kehr,rotten,False,True,False,citysearch,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164329,2000-01-01,steve schneider,/critics/steve-schneider,fresh,True,False,False,orlando weekly,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164332,2000-01-01,philip wuntch,/critics/philip-wuntch,fresh,True,False,True,dallas morning news,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164333,2000-01-01,cody clark,/critics/cody-clark,fresh,True,False,False,mr. showbiz,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164335,2000-01-01,robert wilonsky,/critics/robert-wilonsky,rotten,False,True,False,new times,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164338,2000-01-01,jim chastain,/critics/jim-chastain,fresh,True,False,False,norman transcript,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164340,2000-01-01,kenneth turan,/critics/kenneth-turan,fresh,True,False,True,los angeles times,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164341,2000-01-01,arthur salm,/critics/arthur-salm,fresh,True,False,False,san diego union-tribune,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164342,2000-01-01,desson thomson,/critics/desson-thomson,fresh,True,False,True,washington post,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164343,2000-01-01,donald munro,/critics/donald-munro,fresh,True,False,False,fresno bee,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164344,2000-01-01,eric lurio,/critics/eric-lurio,fresh,True,False,False,greenwich village gazette,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164345,2000-01-01,steve simels,/critics/steve-simels,fresh,True,False,False,tv guide,POSITIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
164346,2000-01-01,j. rentilly,/critics/j-rentilly,fresh,True,False,False,tnt's rough cut,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164348,2000-01-01,jonathan foreman,/critics/jonathan-foreman,fresh,True,False,True,new york post,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164349,2000-01-01,jay carr,/critics/jay-carr,rotten,False,True,True,boston globe,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164350,2000-01-01,lawrence toppman,/critics/lawrence-toppman,fresh,True,False,False,charlotte observer,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164351,2000-01-01,jeffrey huston,/critics/jeffrey-huston,fresh,True,False,False,jeff huston's believe me,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164352,2000-01-01,steve goldstein,/critics/steve-goldstein,rotten,False,True,False,ifilm,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164354,2000-01-01,bruce westbrook,/critics/bruce-westbrook,fresh,True,False,True,houston chronicle,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164356,2000-01-01,gene seymour,/critics/gene-seymour,fresh,True,False,True,newsday,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164358,2000-01-01,sean axmaker,/critics/sean-axmaker,fresh,True,False,False,seattle post-intelligencer,POSITIVE,0.9,1da13563-6c5d-35ad-ae18-257cc926feff
164362,2000-01-01,annlee ellingson,/critics/annlee-ellingson,fresh,True,False,False,boxoffice magazine,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164363,2000-01-01,steven rosen,/critics/steven-rosen,rotten,False,True,True,denver post,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164365,2000-01-01,shawn levy,/critics/shawn-levy,fresh,True,False,False,oregonian,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164366,2000-01-01,jay boyar,/critics/jay-boyar,rotten,False,True,True,orlando sentinel,NEGATIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
164367,2000-01-01,mark rahner,/critics/mark-rahner,fresh,True,False,True,seattle times,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
202449,2000-01-01,erik childress,/critics/erik-childress,fresh,True,False,False,efilmcritic.com,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
204351,2000-01-01,steve rhodes,/critics/steve-rhodes,fresh,True,False,False,internet reviews,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
205211,2000-01-01,shay casey,/critics/shay-casey,fresh,True,False,False,conceited critic,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
205631,2000-01-01,widgett walls,/critics/widgett-walls,fresh,True,False,False,needcoffee.com,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
208147,2000-01-01,john j. puccio,/critics/john-j-puccio,rotten,False,True,False,movie metropolis,NEGATIVE,0.6,1da13563-6c5d-35ad-ae18-257cc926feff
208367,2000-01-01,bill chambers,/critics/bill-chambers,fresh,True,False,False,film freak central,POSITIVE,0.875,1da13563-6c5d-35ad-ae18-257cc926feff
764758,2000-01-01,bob bloom,/critics/bob-bloom,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.75,1da13563-6c5d-35ad-ae18-257cc926feff
764759,2000-01-01,susan granger,/critics/susan-granger,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.7,1da13563-6c5d-35ad-ae18-257cc926feff
764761,2000-01-01,dustin putman,/critics/dustin-putman,fresh,True,False,False,thefilmfile.com,POSITIVE,0.625,1da13563-6c5d-35ad-ae18-257cc926feff
764763,2000-01-01,laura clifford,/critics/laura-clifford,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,3.0,1da13563-6c5d-35ad-ae18-257cc926feff
764766,2000-01-01,scott renshaw,/critics/scott-renshaw,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.8,1da13563-6c5d-35ad-ae18-257cc926feff
764767,2000-01-01,dennis schwartz,/critics/dennis-schwartz,rotten,False,True,False,dennis schwartz movie reviews,NEGATIVE,2.0,1da13563-6c5d-35ad-ae18-257cc926feff
764768,2000-01-01,mark r. leeper,/critics/mark-r-leeper,fresh,True,False,False,rec.arts.movies.reviews,POSITIVE,0.0,1da13563-6c5d-35ad-ae18-257cc926feff
121197,2000-01-01,janet maslin,/critics/janet-maslin,fresh,True,False,True,new york times,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121198,2000-01-01,scott renshaw,/critics/scott-renshaw,fresh,True,False,False,scott renshaw's screening room,POSITIVE,0.6,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121199,2000-01-01,james berardinelli,/critics/james-berardinelli,fresh,True,False,False,reelviews,POSITIVE,0.75,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121200,2000-01-01,stephanie zacharek,/critics/stephanie-zacharek,rotten,False,True,True,salon.com,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121201,2000-01-01,roger ebert,/critics/roger-ebert,rotten,False,True,True,chicago sun-times,NEGATIVE,0.5,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121203,2000-01-01,caroline westbrook,/critics/caroline-westbrook,fresh,True,False,True,empire magazine,POSITIVE,0.6,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121206,2000-01-01,sean p. means,/critics/sean-p-means,fresh,True,False,True,film.com,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121207,2000-01-01,robert horton,/critics/robert-horton,rotten,False,True,True,film.com,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121208,2000-01-01,christine james,/critics/christine-james,fresh,True,False,False,boxoffice magazine,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121209,2000-01-01,eric d. snider,/critics/eric-d-snider,fresh,True,False,False,ericdsnider.com,POSITIVE,2.7,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121210,2000-01-01,n/a,n/a,fresh,True,False,False,e! online,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121214,2000-01-01,lisa schwarzbaum,/critics/lisa-schwarzbaum,fresh,True,False,True,entertainment weekly,POSITIVE,2.7,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121217,2000-01-01,nell minow,/critics/nell-minow,fresh,True,False,True,movie mom,POSITIVE,0.6,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121224,2000-01-01,steve rhodes,/critics/steve-rhodes,fresh,True,False,False,internet reviews,POSITIVE,0.625,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121232,2000-01-01,ross anthony,/critics/ross-anthony,rotten,False,True,False,hollywood report card,NEGATIVE,0.5,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121253,2000-01-01,john paul powell,/critics/john-paul-powell,rotten,False,True,False,jam! movies,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121254,2000-01-01,maryann johanson,/critics/maryann-johanson,fresh,True,False,False,flick filosopher,POSITIVE,0.9,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121255,2000-01-01,guy macpherson,/critics/guy-macpherson,fresh,True,False,False,apollo guide,POSITIVE,0.76,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121257,2000-01-01,gary dauphin,/critics/gary-dauphin,fresh,True,False,True,village voice,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121258,2000-01-01,cynthia fuchs,/critics/cynthia-fuchs,rotten,False,True,False,philadelphia city paper,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121265,2000-01-01,jack garner,/critics/jack-garner,rotten,False,True,False,rochester democrat and chronicle,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121266,2000-01-01,madeleine williams,/critics/madeleine-williams,fresh,True,False,False,cinematter,POSITIVE,0.75,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121273,2000-01-01,erik childress,/critics/erik-childress,fresh,True,False,False,efilmcritic.com,POSITIVE,0.8,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121274,2000-01-01,urban cinefile critics,/critics/urban-cinefile-critics,rotten,False,True,False,urban cinefile,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121285,2000-01-01,james o'ehley,/critics/james-oehley,rotten,False,True,False,sci-fi movie page,NEGATIVE,0.5,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121289,2000-01-01,susan stark,/critics/susan-stark,fresh,True,False,True,detroit news,POSITIVE,0.75,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121291,2000-01-01,susan wloszczyna,/critics/susan-wloszczyna,rotten,False,True,True,usa today,NEGATIVE,0.375,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121294,2000-01-01,marc savlov,/critics/marc-savlov,fresh,True,False,True,austin chronicle,POSITIVE,0.7,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121295,2000-01-01,joe baltake,/critics/joe-baltake,rotten,False,True,False,sacramento bee,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121303,2000-01-01,greg dean schmitz,/critics/greg-dean-schmitz,rotten,False,True,False,greg's previews at yahoo! movies,NEGATIVE,0.625,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121309,2000-01-01,alex sandell,/critics/alex-sandell,rotten,False,True,False,juicy cerebellum,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121310,2000-01-01,n/a,n/a,fresh,True,False,False,deseret news (salt lake city),POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121314,2000-01-01,jesse hassenger,/critics/jesse-hassenger,fresh,True,False,False,filmcritic.com,POSITIVE,0.8,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121315,2000-01-01,david sterritt,/critics/david-sterritt,fresh,True,False,False,christian science monitor,POSITIVE,0.75,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121325,2000-01-01,chris grunden,/critics/chris-grunden,rotten,False,True,False,film journal international,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121334,2000-01-01,jason anderson,/critics/jason-anderson,fresh,True,False,False,eye weekly,POSITIVE,0.6,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121336,2000-01-01,david keyes,/critics/david-keyes,fresh,True,False,False,cinemaphile.org,POSITIVE,0.875,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121339,2000-01-01,rob blackwelder,/critics/rob-blackwelder,rotten,False,True,False,splicedwire,NEGATIVE,0.5,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121340,2000-01-01,mary kalin-casey,/critics/mary-kalin-casey,fresh,True,False,False,reel.com,POSITIVE,0.625,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121343,2000-01-01,joblo,/critics/joblo,fresh,True,False,False,joblo's movie network,POSITIVE,0.7,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
121344,2000-01-01,douglas konecky,/critics/douglas-konecky,fresh,True,False,False,culturevulture.net,POSITIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
166259,2000-01-01,harvey s. karten,/critics/harvey-s-karten,fresh,True,False,False,compuserve,POSITIVE,0.6,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
166261,2000-01-01,lawrence toppman,/critics/lawrence-toppman,rotten,False,True,False,charlotte observer,NEGATIVE,0.0,2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b
